id,Покупательская_активность,Тип_сервиса,Разрешить_сообщать,Маркет_актив_6_мес,Маркет_актив_тек_мес,Длительность,Акционные_покупки,Популярная_категория,Средний_просмотр_категорий_за_визит,Неоплаченные_продукты_штук_квартал,Ошибка_сервиса,Страниц_за_визит,Выручка_позапрошлая,Выручка_прошлая,Выручка_текущая,Активность,"Время_прошлый,мин","Время_текущий,мин"
216524,Прежний уровень,стандарт,нет,4.9,3,326,0.95,Мелкая бытовая техника и электроника,3,2,3,13,5379.0,4503.0,3873.8,Активен,20,13
216525,Прежний уровень,премиум,да,5.7,4,713,0.13,Косметика и аксесуары,3,1,0,8,4757.0,4799.0,4965.4,Активен,13,18
216526,Прежний уровень,стандарт,да,5.6,4,157,0.3,Товары для детей,6,3,2,9,4655.0,4505.0,4765.0,Активен,13,14
216527,Прежний уровень,стандарт,нет,4.9,3,679,0.15,Техника для красоты и здоровья,4,1,1,14,5023.0,4668.0,5106.1,Активен,12,19
216528,Прежний уровень,премиум,да,4.4,4,993,0.11,Товары для детей,4,1,4,13,5245.0,4450.0,3891.0,Активен,19,19
216529,Прежний уровень,стандарт,нет,3.5,3,757,0.25,Товары для детей,3,1,2,7,4974.0,4340.0,5019.9,Активен,11,17
216530,Прежний уровень,стандарт,нет,4.9,3,362,0.24,Товары для детей,4,1,5,12,5118.0,5388.0,5280.1,Активен,17,15
216531,Прежний уровень,стандарт,да,4.9,4,780,0.24,Кухонная посуда,4,4,1,17,4946.0,4878.5,4950.0,Активен,14,14
216532,Прежний уровень,стандарт,да,4.3,5,401,0.15,Косметика и аксесуары,5,0,2,6,4401.0,4686.0,5063.0,Активен,14,14
216533,Прежний уровень,стандарт,нет,5.7,5,769,0.14,Техника для красоты и здоровья,4,1,8,10,4925.0,5868.0,5180.3,Активен,15,20
216534,Прежний уровень,стандарт,нет,4.9,4,445,0.2,Техника для красоты и здоровья,2,2,6,8,5212.0,4693.0,5270.2,Активен,18,7
216535,Прежний уровень,стандарт,нет,4.7,4,1013,0.21,Мелкая бытовая техника и электроника,4,0,5,9,4488.0,4312.5,4290.4,Активен,15,17
216536,Прежний уровень,стандарт,нет,5.2,3,324,0.15,Товары для детей,6,1,4,10,4949.0,5109.0,5097.3,Активен,10,13
216537,Прежний уровень,премиум,да,4.4,4,873,0.3,Косметика и аксесуары,6,4,3,4,4908.0,4486.5,4251.2,Активен,14,22
216538,Прежний уровень,премиум,да,4.9,4,482,0.17,Косметика и аксесуары,3,2,2,12,4624.0,4969.0,5398.0,Активен,9,16
216539,Прежний уровень,стандарт,да,5.1,4,176,0.28,Домашний текстиль,6,2,3,16,4952.0,5307.5,5745.6,Активен,18,9
216540,Прежний уровень,стандарт,нет,4.6,5,347,0.25,Мелкая бытовая техника и электроника,4,4,5,12,4772.0,4562.0,4510.0,Активен,18,18
216541,Прежний уровень,стандарт,да,4.1,4,593,0.29,Косметика и аксесуары,4,1,1,8,4432.0,5782.0,7082.0,Активен,18,22
216542,Прежний уровень,стандарт,нет,3.4,3,776,0.17,Товары для детей,4,2,6,10,5028.0,5173.0,5175.6,Активен,17,17
216543,Прежний уровень,стандарт,да,3.7,4,514,0.25,Домашний текстиль,3,3,4,12,5211.0,5031.0,5005.0,Активен,16,14
216544,Прежний уровень,стандарт,да,4.1,4,335,0.3,Техника для красоты и здоровья,5,2,6,9,4820.0,4535.0,4912.0,Активен,17,11
216545,Прежний уровень,стандарт,да,5.7,4,594,0.14,Товары для детей,5,4,4,4,4943.0,5505.0,5142.3,Активен,15,23
216546,Прежний уровень,премиум,да,4.7,4,475,0.26,Косметика и аксесуары,2,3,3,14,5154.0,3155.0,3457.9,Активен,15,14
216547,Прежний уровень,стандарт,нет,4.0,3,509,0.25,Косметика и аксесуары,2,6,3,13,4847.0,4369.0,4913.7,Активен,13,10
216548,Прежний уровень,стандарт,нет,6.3,4,252,0.16,Косметика и аксесуары,3,4,3,5,5328.0,5422.0,5470.1,Активен,15,17
216549,Прежний уровень,премиум,нет,4.3,3,820,0.16,Косметика и аксесуары,4,4,3,9,4882.0,4102.0,3556.0,Активен,18,12
216550,Прежний уровень,премиум,да,4.4,5,744,0.16,Мелкая бытовая техника и электроника,3,2,4,8,4830.0,4371.0,4898.8,Активен,16,13
216551,Прежний уровень,стандарт,нет,5.8,5,344,0.13,Мелкая бытовая техника и электроника,3,3,5,13,5098.0,5063.5,5163.6,Активен,14,18
216552,Прежний уровень,стандарт,да,4.9,4,922,0.28,Товары для детей,6,7,5,9,4460.0,5700.5,6905.6,Активен,9,16
216553,Прежний уровень,стандарт,да,6.1,4,298,0.27,Домашний текстиль,6,3,6,16,5039.0,5028.5,5149.4,Активен,19,14
216554,Прежний уровень,премиум,да,5.1,4,893,0.12,Кухонная посуда,2,4,4,9,5307.0,6205.5,7114.2,Активен,17,11
216555,Прежний уровень,стандарт,да,5.5,5,881,0.2,Кухонная посуда,3,5,2,12,5107.0,5801.5,6533.4,Активен,15,10
216556,Прежний уровень,стандарт,нет,4.8,5,372,0.25,Косметика и аксесуары,1,6,7,7,4521.0,4497.0,4606.2,Активен,18,8
216557,Прежний уровень,стандарт,да,3.9,4,788,0.26,Техника для красоты и здоровья,3,3,7,9,5176.0,4774.0,4555.6,Активен,10,17
216558,Прежний уровень,премиум,да,4.3,4,684,0.18,Техника для красоты и здоровья,1,6,1,8,4457.0,4757.0,5147.0,Активен,15,16
216559,Прежний уровень,премиум,да,4.3,5,719,0.24,Мелкая бытовая техника и электроника,1,2,5,16,4968.0,4468.5,4165.6,Активен,20,15
216560,Прежний уровень,стандарт,нет,4.4,4,891,0.94,Мелкая бытовая техника и электроника,2,2,6,14,5042.0,5724.5,6446.0,Активен,17,14
216561,Прежний уровень,стандарт,да,4.0,4,842,0.28,Техника для красоты и здоровья,2,8,7,10,4430.0,4238.0,4534.4,Активен,16,7
216562,Прежний уровень,стандарт,да,5.7,4,573,0.14,Косметика и аксесуары,2,4,4,10,4977.0,4237.0,5007.9,Активен,11,8
216563,Прежний уровень,премиум,да,3.7,3,1057,0.18,Домашний текстиль,4,3,4,9,5169.0,5133.0,5231.8,Активен,13,10
216564,Прежний уровень,стандарт,да,5.6,4,342,0.94,Кухонная посуда,2,7,5,8,5269.0,4930.0,4766.2,Активен,14,19
216565,Прежний уровень,стандарт,да,5.2,5,638,0.15,Домашний текстиль,1,5,8,4,4908.0,4844.0,5533.0,Активен,17,12
216566,Прежний уровень,стандарт,да,5.5,5,458,0.15,Товары для детей,2,4,3,7,4608.0,3330.0,4567.6,Активен,15,20
216567,Прежний уровень,стандарт,да,4.2,4,254,0.25,Товары для детей,2,3,4,15,4526.0,4839.5,5241.2,Активен,17,7
216568,Прежний уровень,премиум,нет,3.9,3,820,0.25,Косметика и аксесуары,4,4,2,10,5515.0,4777.0,4267.4,Активен,13,19
216569,Прежний уровень,премиум,да,5.6,5,744,0.17,Мелкая бытовая техника и электроника,3,2,6,9,4533.0,4402.5,4419.4,Активен,19,19
216570,Прежний уровень,стандарт,нет,4.7,5,769,0.14,Техника для красоты и здоровья,4,1,2,15,5123.0,4987.0,5235.3,Активен,18,14
216571,Прежний уровень,стандарт,нет,4.3,4,445,0.3,Техника для красоты и здоровья,2,2,4,19,4588.0,4772.5,5062.4,Активен,14,20
216572,Прежний уровень,стандарт,нет,5.3,4,1013,0.26,Мелкая бытовая техника и электроника,4,0,1,4,5363.0,5256.5,5294.2,Активен,11,16
216573,Прежний уровень,стандарт,нет,4.6,3,324,0.13,Товары для детей,6,1,4,6,5386.0,6115.0,5613.2,Активен,20,23
216574,Прежний уровень,премиум,да,5.5,4,873,0.12,Косметика и аксесуары,6,4,2,10,4653.0,5052.0,5527.8,Активен,9,12
216575,Прежний уровень,премиум,да,4.5,4,482,0.25,Косметика и аксесуары,3,2,2,9,5483.0,5567.0,5769.8,Активен,8,22
216576,Прежний уровень,стандарт,да,5.8,4,176,0.28,Домашний текстиль,6,2,4,6,5150.0,4334.0,3756.8,Активен,18,15
216577,Прежний уровень,стандарт,нет,5.4,5,347,0.26,Мелкая бытовая техника и электроника,4,4,5,9,4945.0,4783.0,5053.4,Активен,16,16
216578,Прежний уровень,стандарт,да,4.4,4,593,0.3,Косметика и аксесуары,4,1,7,10,5574.0,5200.5,5006.8,Активен,12,9
216579,Прежний уровень,стандарт,нет,5.8,3,776,0.14,Товары для детей,4,2,4,6,4630.0,4490.5,4499.6,Активен,12,21
216580,Прежний уровень,стандарт,да,4.3,4,514,0.11,Домашний текстиль,3,3,3,9,4818.0,5400.0,6034.4,Активен,19,13
216581,Прежний уровень,стандарт,да,3.6,4,335,0.31,Техника для красоты и здоровья,5,2,6,13,5448.0,5457.0,5579.2,Активен,9,12
216582,Прежний уровень,стандарт,да,5.2,4,594,0.21,Товары для детей,5,4,4,7,5234.0,5051.0,5339.6,Активен,15,20
216583,Прежний уровень,премиум,да,3.3,3,280,0.3,Товары для детей,3,4,8,13,4421.0,4443.0,4553.5,Активен,17,14
216584,Прежний уровень,премиум,нет,3.4,3,911,0.13,Товары для детей,3,3,8,8,5301.0,5147.0,5403.1,Активен,20,18
216585,Прежний уровень,стандарт,нет,5.9,3,134,0.25,Товары для детей,4,4,2,9,4661.0,3853.0,4683.7,Активен,16,16
216586,Прежний уровень,стандарт,да,4.0,4,600,0.27,Техника для красоты и здоровья,4,0,3,11,4715.0,4851.5,5099.8,Активен,11,21
216587,Прежний уровень,стандарт,да,4.4,3,286,0.19,Товары для детей,4,0,7,14,4895.0,5265.5,5716.6,Активен,10,17
216588,Прежний уровень,стандарт,нет,4.3,4,166,0.13,Техника для красоты и здоровья,4,1,3,14,4495.0,4927.0,5431.4,Активен,15,21
216589,Прежний уровень,стандарт,да,4.1,5,447,0.14,Косметика и аксесуары,6,0,9,12,5045.0,5430.5,5894.6,Активен,20,17
216590,Прежний уровень,премиум,да,6.6,5,740,0.3,Мелкая бытовая техника и электроника,4,2,6,14,5446.0,5566.0,5247.5,Активен,19,14
216591,Прежний уровень,стандарт,да,4.1,5,151,0.21,Домашний текстиль,5,2,5,13,4774.0,4792.0,4937.6,Активен,11,13
216592,Прежний уровень,стандарт,нет,5.6,4,765,0.17,Мелкая бытовая техника и электроника,3,0,2,6,4798.0,5204.5,5686.8,Активен,11,13
216593,Прежний уровень,стандарт,да,5.7,5,514,0.27,Домашний текстиль,4,5,5,11,5053.0,5150.5,5365.0,Активен,18,19
216594,Прежний уровень,стандарт,нет,4.1,5,468,0.23,Косметика и аксесуары,3,1,4,5,5432.0,5190.5,5111.2,Активен,15,17
216595,Прежний уровень,стандарт,да,4.2,4,753,0.94,Косметика и аксесуары,6,2,3,10,4522.0,4766.5,5108.4,Активен,9,17
216596,Прежний уровень,стандарт,да,4.1,4,719,0.29,Домашний текстиль,6,4,5,10,4882.0,4927.0,5018.0,Активен,12,19
216597,Прежний уровень,стандарт,да,3.3,4,388,0.22,Домашний текстиль,4,3,4,13,5219.0,5345.0,5365.8,Активен,14,16
216598,Прежний уровень,стандарт,нет,3.5,3,841,0.95,Товары для детей,4,0,5,9,5051.0,5265.5,5581.4,Активен,11,13
216599,Прежний уровень,стандарт,да,3.3,4,453,0.22,Техника для красоты и здоровья,2,5,8,8,4428.0,4408.5,4521.6,Активен,12,9
